ComplaintID,ProductCategory,ComplaintReason,UnitsSold,SalesValue,ComplaintCount
41787,Bedding,Missing Item,2,47429,1
41788,Furniture,Poor Quality,8,48863,1
41789,Stationery,Poor Quality,7,45605,1
41790,Kitchenware,Late Delivery,2,47429,1
41791,Clothing,Defective Item,8,48863,1
41792,Bedding,Defective Item,7,45605,1
41793,Furniture,Defective Item,2,47429,1
41794,Stationery,Packaging Issues,8,48863,1
41795,Toys,Poor Quality,7,45605,1
41796,Bedding,Defective Item,2,47429,1
41797,Footwear,Poor Quality,8,48863,1
41798,Books,Incorrect Item Sent,7,45605,1
41799,Stationery,Wrong Size,2,47429,1
41800,Groceries,Defective Item,8,48863,1
41801,Books,Poor Quality,7,45605,1
41802,Groceries,Packaging Issues,2,47429,1
41803,Books,Incorrect Item Sent,8,48863,1
41804,Kitchenware,Damage on Delivery,7,45605,1
41805,Home Appliances,Poor Quality,2,47429,1
41806,Bedding,Damage on Delivery,8,48863,1
41807,Kitchenware,Damage on Delivery,7,45605,1
41808,Beauty Products,Packaging Issues,2,47429,1
41809,Stationery,Missing Item,8,48863,1
41810,Jewelry,Missing Item,7,45605,1
41811,Bedding,Defective Item,2,47429,1
41812,Home Appliances,Packaging Issues,8,48863,1
41813,Clothing,Damage on Delivery,7,45605,1
41814,Home Appliances,Incorrect Item Sent,2,47429,1
41815,Home Appliances,Defective Item,8,48863,1
41816,Books,Poor Quality,7,45605,1
41817,Jewelry,Late Delivery,2,47429,1
41818,Groceries,Defective Item,8,48863,1
41819,Furniture,Product Not As Described,7,45605,1
41820,Books,Damage on Delivery,2,47429,1
41821,Jewelry,Poor Quality,8,48863,1
41822,Stationery,Missing Item,7,45605,1
41823,Bedding,Product Not As Described,2,47429,1
41824,Jewelry,Missing Item,8,48863,1
41825,Toys,Damage on Delivery,7,45605,1
41826,Furniture,Missing Item,2,47429,1
41827,Kitchenware,Defective Item,8,48863,1
41828,Clothing,Poor Quality,7,45605,1
41829,Kitchenware,Packaging Issues,2,47429,1
41830,Jewelry,Damage on Delivery,8,48863,1
41831,Stationery,Wrong Size,7,45605,1
41832,Bedding,Incorrect Item Sent,2,47429,1
41833,Books,Missing Item,8,48863,1
41834,Bedding,Incorrect Item Sent,7,45605,1
41835,Home Appliances,Defective Item,2,47429,1
41836,Groceries,Missing Item,8,48863,1
41837,Furniture,Poor Quality,7,45605,1
41838,Furniture,Poor Quality,2,47429,1
41839,Furniture,Damage on Delivery,8,48863,1
41840,Books,Product Not As Described,7,45605,1
41841,Clothing,Defective Item,2,47429,1
41842,Kitchenware,Defective Item,8,48863,1
41843,Beauty Products,Poor Quality,7,45605,1
41844,Bedding,Missing Item,2,47429,1
41845,Home Appliances,Defective Item,8,48863,1
41846,Stationery,Wrong Size,7,45605,1
41847,Beauty Products,Defective Item,2,47429,1
41848,Beauty Products,Missing Item,8,48863,1
41849,Bedding,Missing Item,7,45605,1
41850,Electronics,Late Delivery,2,47429,1
41851,Kitchenware,Damage on Delivery,8,48863,1
41852,Furniture,Damage on Delivery,7,45605,1
41853,Furniture,Late Delivery,2,47429,1
41854,Home Appliances,Wrong Size,8,48863,1
41855,Beauty Products,Damage on Delivery,7,45605,1
41856,Kitchenware,Wrong Size,2,47429,1
41857,Jewelry,Incorrect Item Sent,8,48863,1
41858,Jewelry,Defective Item,7,45605,1
41859,Furniture,Missing Item,2,47429,1
41860,Beauty Products,Poor Quality,8,48863,1
41861,Bedding,Wrong Size,7,45605,1
41862,Electronics,Damage on Delivery,2,47429,1
41863,Kitchenware,Poor Quality,8,48863,1
41864,Bedding,Missing Item,7,45605,1
41865,Kitchenware,Late Delivery,2,47429,1
41866,Bedding,Poor Quality,8,48863,1
41867,Kitchenware,Defective Item,7,45605,1
41868,Bedding,Poor Quality,2,47429,1
41869,Kitchenware,Poor Quality,8,48863,1
41870,Bedding,Defective Item,7,45605,1
41871,Kitchenware,Missing Item,2,47429,1
41872,Bedding,Product Not As Described,8,48863,1
41873,Kitchenware,Damage on Delivery,7,45605,1
41874,Bedding,Incorrect Item Sent,2,47429,1
41875,Kitchenware,Packaging Issues,8,48863,1
41876,Bedding,Damage on Delivery,7,45605,1
41877,Kitchenware,Poor Quality,2,47429,1
41878,Bedding,Wrong Size,8,48863,1
41879,Kitchenware,Missing Item,7,45605,1
41880,Bedding,Missing Item,2,47429,1
41881,Kitchenware,Missing Item,8,48863,1
41882,Bedding,Incorrect Item Sent,7,45605,1
41883,Kitchenware,Defective Item,2,47429,1
41884,Bedding,Damage on Delivery,8,48863,1
41885,Kitchenware,Poor Quality,7,45605,1
41886,Bedding,Missing Item,2,47429,1
41887,Kitchenware,Defective Item,8,48863,1
41888,Bedding,Missing Item,7,45605,1
41889,Kitchenware,Missing Item,2,47429,1
41890,Bedding,Poor Quality,8,48863,1
41891,Kitchenware,Poor Quality,7,45605,1
41892,Bedding,Missing Item,2,47429,1
41893,Kitchenware,Missing Item,8,48863,1
41894,Bedding,Poor Quality,7,45605,1
41895,Kitchenware,Wrong Size,2,47429,1
41896,Bedding,Incorrect Item Sent,8,48863,1
41897,Kitchenware,Defective Item,7,45605,1
41898,Bedding,Poor Quality,2,47429,1
41899,Kitchenware,Poor Quality,8,48863,1
41900,Bedding,Missing Item,7,45605,1
41901,Kitchenware,Missing Item,2,47429,1
41902,Bedding,Wrong Size,8,48863,1
41903,Kitchenware,Poor Quality,7,45605,1
41904,Bedding,Poor Quality,2,47429,1
41905,Kitchenware,Missing Item,8,48863,1
41906,Bedding,Damage on Delivery,7,45605,1
41907,Kitchenware,Poor Quality,2,47429,1
41908,Bedding,Wrong Size,8,48863,1
41909,Kitchenware,Wrong Size,7,45605,1
41910,Bedding,Damage on Delivery,2,47429,1
41911,Kitchenware,Incorrect Item Sent,8,48863,1
41912,Bedding,Late Delivery,7,45605,1
41913,Kitchenware,Damage on Delivery,2,47429,1
41914,Bedding,Poor Quality,8,48863,1
41915,Kitchenware,Poor Quality,7,45605,1
41916,Bedding,Incorrect Item Sent,2,47429,1
41917,Kitchenware,Defective Item,8,48863,1
41918,Bedding,Poor Quality,7,45605,1
41919,Kitchenware,Wrong Size,2,47429,1
41920,Bedding,Product Not As Described,8,48863,1
41921,Kitchenware,Missing Item,7,45605,1
41922,Bedding,Missing Item,2,47429,1
41923,Kitchenware,Missing Item,8,48863,1
41924,Bedding,Poor Quality,7,45605,1
41925,Kitchenware,Missing Item,2,47429,1
41926,Bedding,Missing Item,8,48863,1
41927,Kitchenware,Damage on Delivery,7,45605,1
41928,Bedding,Wrong Size,2,47429,1
41929,Kitchenware,Missing Item,8,48863,1
41930,Bedding,Poor Quality,7,45605,1
41931,Kitchenware,Missing Item,2,47429,1
41932,Bedding,Poor Quality,8,48863,1
41933,Kitchenware,Defective Item,7,45605,1
41934,Bedding,Missing Item,2,47429,1
41935,Kitchenware,Poor Quality,8,48863,1
41936,Bedding,Missing Item,7,45605,1
41937,Kitchenware,Poor Quality,2,47429,1
41938,Bedding,Damage on Delivery,8,48863,1
41939,Kitchenware,Wrong Size,7,45605,1
41940,Bedding,Damage on Delivery,2,47429,1
41941,Kitchenware,Defective Item,8,48863,1
41942,Bedding,Packaging Issues,7,45605,1
41943,Kitchenware,Damage on Delivery,2,47429,1
41944,Bedding,Packaging Issues,8,48863,1
41945,Kitchenware,Poor Quality,7,45605,1
41946,Bedding,Missing Item,2,47429,1
41947,Kitchenware,Poor Quality,8,48863,1
41948,Bedding,Wrong Size,7,45605,1
41949,Kitchenware,Incorrect Item Sent,2,47429,1
41950,Bedding,Missing Item,8,48863,1
41951,Kitchenware,Poor Quality,7,45605,1
41952,Bedding,Wrong Size,2,47429,1
41953,Kitchenware,Missing Item,8,48863,1
41954,Bedding,Packaging Issues,7,45605,1
41955,Kitchenware,Missing Item,2,47429,1
41956,Bedding,Poor Quality,8,48863,1
41957,Kitchenware,Damage on Delivery,7,45605,1
41958,Bedding,Wrong Size,2,47429,1
41959,Kitchenware,Defective Item,8,48863,1
41960,Bedding,Damage on Delivery,7,45605,1
41961,Kitchenware,Defective Item,2,47429,1
41962,Bedding,Missing Item,8,48863,1
41963,Kitchenware,Wrong Size,7,45605,1
41964,Bedding,Poor Quality,2,47429,1
41965,Kitchenware,Damage on Delivery,8,48863,1
41966,Bedding,Missing Item,7,45605,1
41967,Kitchenware,Missing Item,2,47429,1
41968,Bedding,Poor Quality,8,48863,1
41969,Kitchenware,Wrong Size,7,45605,1
41970,Bedding,Wrong Size,2,47429,1
41971,Kitchenware,Missing Item,8,48863,1
41972,Bedding,Late Delivery,7,45605,1
41973,Kitchenware,Late Delivery,2,47429,1
41974,Bedding,Poor Quality,8,48863,1
41975,Kitchenware,Poor Quality,7,45605,1
41976,Bedding,Missing Item,2,47429,1
41977,Kitchenware,Damage on Delivery,8,48863,1
41978,Bedding,Missing Item,7,45605,1
41979,Kitchenware,Missing Item,2,47429,1
41980,Bedding,Wrong Size,8,48863,1
41981,Kitchenware,Poor Quality,7,45605,1
41982,Bedding,Damage on Delivery,2,47429,1
41983,Kitchenware,Packaging Issues,8,48863,1
41984,Bedding,Missing Item,7,45605,1
41985,Kitchenware,Poor Quality,2,47429,1
41986,Bedding,Damage on Delivery,8,48863,1
41987,Kitchenware,Incorrect Item Sent,7,45605,1
41988,Bedding,Damage on Delivery,2,47429,1
41989,Kitchenware,Poor Quality,8,48863,1
41990,Bedding,Missing Item,7,45605,1
41991,Kitchenware,Damage on Delivery,2,47429,1
41992,Bedding,Wrong Size,8,48863,1
41993,Kitchenware,Poor Quality,7,45605,1
41994,Bedding,Poor Quality,2,47429,1
41995,Kitchenware,Wrong Size,8,48863,1
41996,Bedding,Defective Item,7,45605,1
41997,Kitchenware,Damage on Delivery,2,47429,1
41998,Bedding,Wrong Size,8,48863,1
41999,Kitchenware,Poor Quality,7,45605,1
42000,Bedding,Wrong Size,2,47429,1
42001,Kitchenware,Late Delivery,8,48863,1
42002,Bedding,Missing Item,7,45605,1
42003,Kitchenware,Poor Quality,2,47429,1
42004,Bedding,Wrong Size,8,48863,1
42005,Kitchenware,Missing Item,7,45605,1
42006,Bedding,Missing Item,2,47429,1
42007,Kitchenware,Wrong Size,8,48863,1
42008,Bedding,Poor Quality,7,45605,1
42009,Kitchenware,Missing Item,2,47429,1
42010,Bedding,Damage on Delivery,8,48863,1
42011,Kitchenware,Missing Item,7,45605,1
42012,Bedding,Poor Quality,2,47429,1
42013,Kitchenware,Wrong Size,8,48863,1
42014,Bedding,Packaging Issues,7,45605,1
42015,Kitchenware,Late Delivery,2,47429,1
42016,Bedding,Wrong Size,8,48863,1
42017,Kitchenware,Incorrect Item Sent,7,45605,1
42018,Bedding,Incorrect Item Sent,2,47429,1
42019,Kitchenware,Damage on Delivery,8,48863,1
42020,Bedding,Defective Item,7,45605,1
42021,Kitchenware,Missing Item,2,47429,1
42022,Bedding,Missing Item,8,48863,1
42023,Kitchenware,Missing Item,7,45605,1
42024,Bedding,Missing Item,2,47429,1
42025,Kitchenware,Damage on Delivery,8,48863,1
42026,Bedding,Poor Quality,7,45605,1
42027,Kitchenware,Poor Quality,2,47429,1
42028,Bedding,Incorrect Item Sent,8,48863,1
42029,Kitchenware,Damage on Delivery,7,45605,1
42030,Bedding,Incorrect Item Sent,2,47429,1
42031,Kitchenware,Defective Item,8,48863,1
42032,Bedding,Missing Item,7,45605,1
42033,Kitchenware,Packaging Issues,2,47429,1
42034,Bedding,Missing Item,8,48863,1
42035,Kitchenware,Late Delivery,7,45605,1
42036,Bedding,Defective Item,2,47429,1
42037,Kitchenware,Wrong Size,8,48863,1
42038,Bedding,Wrong Size,7,45605,1
42039,Kitchenware,Damage on Delivery,2,47429,1
42040,Bedding,Poor Quality,8,48863,1
42041,Kitchenware,Missing Item,7,45605,1
42042,Bedding,Damage on Delivery,2,47429,1
42043,Kitchenware,Wrong Size,8,48863,1
42044,Bedding,Incorrect Item Sent,7,45605,1
42045,Kitchenware,Defective Item,2,47429,1
42046,Bedding,Damage on Delivery,8,48863,1
42047,Kitchenware,Wrong Size,7,45605,1
42048,Bedding,Damage on Delivery,2,47429,1
42049,Kitchenware,Damage on Delivery,8,48863,1
42050,Bedding,Missing Item,7,45605,1
42051,Kitchenware,Packaging Issues,2,47429,1
42052,Bedding,Missing Item,8,48863,1
42053,Kitchenware,Late Delivery,7,45605,1
42054,Bedding,Poor Quality,2,47429,1
42055,Kitchenware,Damage on Delivery,8,48863,1
42056,Bedding,Poor Quality,7,45605,1
42057,Kitchenware,Defective Item,2,47429,1
42058,Bedding,Damage on Delivery,8,48863,1
42059,Kitchenware,Wrong Size,7,45605,1
42060,Bedding,Poor Quality,2,47429,1
42061,Kitchenware,Missing Item,8,48863,1
42062,Bedding,Damage on Delivery,7,45605,1
42063,Kitchenware,Missing Item,2,47429,1
42064,Bedding,Missing Item,8,48863,1
42065,Kitchenware,Late Delivery,7,45605,1
42066,Bedding,Packaging Issues,2,47429,1
42067,Kitchenware,Defective Item,8,48863,1
42068,Bedding,Missing Item,7,45605,1
42069,Kitchenware,Defective Item,2,47429,1
42070,Bedding,Packaging Issues,8,48863,1
42071,Kitchenware,Wrong Size,7,45605,1
42072,Bedding,Product Not As Described,2,47429,1
42073,Kitchenware,Poor Quality,8,48863,1
42074,Bedding,Missing Item,7,45605,1
42075,Kitchenware,Poor Quality,2,47429,1
42076,Bedding,Incorrect Item Sent,8,48863,1
42077,Kitchenware,Product Not As Described,7,45605,1
42078,Bedding,Poor Quality,2,47429,1
42079,Kitchenware,Defective Item,8,48863,1
42080,Bedding,Damage on Delivery,7,45605,1
42081,Kitchenware,Damage on Delivery,2,47429,1
42082,Bedding,Poor Quality,8,48863,1
42083,Kitchenware,Missing Item,7,45605,1
42084,Bedding,Missing Item,2,47429,1
42085,Kitchenware,Missing Item,8,48863,1
42086,Bedding,Missing Item,7,45605,1
42087,Kitchenware,Damage on Delivery,2,47429,1
42088,Bedding,Incorrect Item Sent,8,48863,1
42089,Kitchenware,Missing Item,7,45605,1
42090,Bedding,Wrong Size,2,47429,1
42091,Kitchenware,Missing Item,8,48863,1
42092,Bedding,Missing Item,7,45605,1
42093,Kitchenware,Damage on Delivery,2,47429,1
42094,Bedding,Wrong Size,8,48863,1
42095,Kitchenware,Late Delivery,7,45605,1
42096,Bedding,Defective Item,2,47429,1
42097,Kitchenware,Missing Item,8,48863,1
42098,Bedding,Poor Quality,7,45605,1
42099,Kitchenware,Damage on Delivery,2,47429,1
42100,Bedding,Missing Item,8,48863,1
42101,Kitchenware,Incorrect Item Sent,7,45605,1
42102,Bedding,Wrong Size,2,47429,1
42103,Kitchenware,Wrong Size,8,48863,1
42104,Bedding,Defective Item,7,45605,1
42105,Kitchenware,Damage on Delivery,2,47429,1
42106,Bedding,Poor Quality,8,48863,1
42107,Kitchenware,Defective Item,7,45605,1
42108,Bedding,Poor Quality,2,47429,1
42109,Kitchenware,Packaging Issues,8,48863,1
42110,Bedding,Missing Item,7,45605,1
42111,Kitchenware,Poor Quality,2,47429,1
42112,Bedding,Defective Item,8,48863,1
42113,Kitchenware,Missing Item,7,45605,1
42114,Bedding,Missing Item,2,47429,1
42115,Kitchenware,Late Delivery,8,48863,1
42116,Bedding,Packaging Issues,7,45605,1
42117,Kitchenware,Damage on Delivery,2,47429,1
42118,Bedding,Missing Item,8,48863,1
42119,Kitchenware,Defective Item,7,45605,1
42120,Bedding,Incorrect Item Sent,2,47429,1
42121,Kitchenware,Damage on Delivery,8,48863,1
42122,Bedding,Poor Quality,7,45605,1
42123,Kitchenware,Late Delivery,2,47429,1
42124,Bedding,Damage on Delivery,8,48863,1
42125,Kitchenware,Missing Item,7,45605,1
42126,Bedding,Poor Quality,2,47429,1
42127,Kitchenware,Missing Item,8,48863,1
42128,Bedding,Poor Quality,7,45605,1
42129,Kitchenware,Damage on Delivery,2,47429,1
42130,Bedding,Late Delivery,8,48863,1
42131,Kitchenware,Damage on Delivery,7,45605,1
42132,Bedding,Missing Item,2,47429,1
42133,Kitchenware,Damage on Delivery,8,48863,1
42134,Bedding,Poor Quality,7,45605,1
42135,Kitchenware,Incorrect Item Sent,2,47429,1
42136,Bedding,Missing Item,8,48863,1
42137,Kitchenware,Defective Item,7,45605,1
42138,Bedding,Missing Item,2,47429,1
42139,Kitchenware,Damage on Delivery,8,48863,1
42140,Bedding,Incorrect Item Sent,7,45605,1
42141,Kitchenware,Poor Quality,2,47429,1
42142,Bedding,Missing Item,8,48863,1
42143,Kitchenware,Damage on Delivery,7,45605,1
42144,Bedding,Missing Item,2,47429,1
42145,Kitchenware,Missing Item,8,48863,1
42146,Bedding,Wrong Size,7,45605,1
42147,Kitchenware,Damage on Delivery,2,47429,1
42148,Bedding,Incorrect Item Sent,8,48863,1
42149,Kitchenware,Poor Quality,7,45605,1
42150,Bedding,Damage on Delivery,2,47429,1
42151,Kitchenware,Packaging Issues,8,48863,1
42152,Bedding,Poor Quality,7,45605,1
42153,Kitchenware,Wrong Size,2,47429,1
42154,Bedding,Missing Item,8,48863,1
42155,Kitchenware,Wrong Size,7,45605,1
42156,Bedding,Incorrect Item Sent,2,47429,1
42157,Kitchenware,Missing Item,8,48863,1
42158,Bedding,Wrong Size,7,45605,1
42159,Kitchenware,Wrong Size,2,47429,1
42160,Bedding,Defective Item,8,48863,1
42161,Kitchenware,Defective Item,7,45605,1
42162,Bedding,Missing Item,2,47429,1
42163,Kitchenware,Poor Quality,8,48863,1
42164,Bedding,Poor Quality,7,45605,1
42165,Kitchenware,Incorrect Item Sent,2,47429,1
42166,Bedding,Poor Quality,8,48863,1
42167,Kitchenware,Wrong Size,7,45605,1
42168,Bedding,Missing Item,2,47429,1
42169,Kitchenware,Wrong Size,8,48863,1
42170,Bedding,Missing Item,7,20522,1
42171,Kitchenware,Damage on Delivery,6,25326,1
42172,Bedding,Missing Item,4,48545,1
42173,Kitchenware,Incorrect Item Sent,8,45158,1
42174,Bedding,Poor Quality,7,27951,1
42175,Kitchenware,Missing Item,8,22363,1
42176,Bedding,Packaging Issues,4,6268,1
42177,Kitchenware,Wrong Size,7,5283,1
42178,Bedding,Missing Item,4,16580,1
42179,Kitchenware,Damage on Delivery,8,37903,1
42180,Bedding,Poor Quality,2,46489,1
42181,Kitchenware,Missing Item,3,8193,1
42182,Bedding,Defective Item,5,38209,1
42183,Kitchenware,Poor Quality,1,21431,1
42184,Bedding,Incorrect Item Sent,7,43686,1
42185,Kitchenware,Damage on Delivery,8,27757,1
42186,Bedding,Product Not As Described,5,47515,1
42187,Kitchenware,Missing Item,3,11911,1
42188,Bedding,Wrong Size,8,7971,1
42189,Kitchenware,Wrong Size,7,44678,1
42190,Bedding,Wrong Size,8,29003,1
42191,Kitchenware,Defective Item,1,26879,1
42192,Bedding,Missing Item,1,38306,1
42193,Kitchenware,Damage on Delivery,8,46348,1
42194,Bedding,Wrong Size,5,12230,1
42195,Kitchenware,Poor Quality,4,37527,1
42196,Bedding,Damage on Delivery,4,5488,1
42197,Kitchenware,Poor Quality,8,23300,1
42198,Bedding,Poor Quality,7,23636,1
42199,Kitchenware,Wrong Size,9,49980,1
42200,Bedding,Defective Item,4,47853,1
42201,Kitchenware,Poor Quality,1,34940,1
42202,Bedding,Missing Item,5,43172,1
42203,Kitchenware,Poor Quality,6,42348,1
42204,Bedding,Missing Item,7,13662,1
42205,Kitchenware,Wrong Size,7,34679,1
42206,Bedding,Poor Quality,8,47336,1
42207,Kitchenware,Incorrect Item Sent,5,7765,1
42208,Bedding,Missing Item,9,19782,1
42209,Kitchenware,Incorrect Item Sent,6,9870,1
42210,Bedding,Poor Quality,9,45740,1
42211,Kitchenware,Missing Item,4,40651,1
42212,Bedding,Poor Quality,1,6767,1
42213,Kitchenware,Damage on Delivery,4,17077,1
42214,Bedding,Incorrect Item Sent,4,26325,1
42215,Kitchenware,Defective Item,7,43761,1
42216,Bedding,Missing Item,7,38799,1
42217,Kitchenware,Wrong Size,3,22395,1
42218,Bedding,Product Not As Described,9,31466,1
42219,Kitchenware,Incorrect Item Sent,3,31462,1
42220,Bedding,Defective Item,9,42149,1
42221,Kitchenware,Poor Quality,1,24650,1
42222,Bedding,Wrong Size,9,20063,1
42223,Kitchenware,Incorrect Item Sent,8,46390,1
42224,Bedding,Defective Item,7,32971,1
42225,Kitchenware,Missing Item,3,43819,1
42226,Bedding,Poor Quality,1,26102,1
42227,Furniture,Missing Item,8,34009,1
42228,Stationery,Damage on Delivery,6,5023,1
42229,Footwear,Damage on Delivery,6,17636,1
42230,Jewelry,Damage on Delivery,3,37511,1
42231,Books,Missing Item,2,22319,1
42232,Kitchenware,Missing Item,6,15531,1
42233,Kitchenware,Poor Quality,4,42210,1
42234,Jewelry,Wrong Size,3,22702,1
42235,Stationery,Missing Item,9,46321,1
42236,Stationery,Incorrect Item Sent,1,17495,1
42237,Books,Missing Item,5,9245,1
42238,Kitchenware,Damage on Delivery,4,49681,1
42239,Books,Poor Quality,6,20930,1
42240,Bedding,Late Delivery,2,38997,1
42241,Kitchenware,Poor Quality,8,7575,1
42242,Furniture,Missing Item,7,28490,1
42243,Furniture,Defective Item,4,22950,1
42244,Furniture,Damage on Delivery,4,22609,1
42245,Kitchenware,Defective Item,7,23569,1
42246,Bedding,Damage on Delivery,7,5614,1
42247,Furniture,Defective Item,4,27985,1
42248,Kitchenware,Missing Item,2,14348,1
42249,Beauty Products,Product Not As Described,9,23016,1
42250,Groceries,Missing Item,6,7637,1
42251,Stationery,Wrong Size,1,31588,1
42252,Jewelry,Damage on Delivery,8,23386,1
42253,Beauty Products,Poor Quality,8,16284,1
42254,Electronics,Missing Item,6,47988,1
42255,Jewelry,Poor Quality,2,17862,1
42256,Furniture,Late Delivery,8,24882,1
42257,Footwear,Packaging Issues,8,13260,1
42258,Beauty Products,Poor Quality,6,38419,1
42259,Jewelry,Wrong Size,4,9457,1
42260,Bedding,Missing Item,8,6785,1
42261,Furniture,Missing Item,5,33534,1
42262,Footwear,Missing Item,9,10272,1
42263,Jewelry,Missing Item,4,18031,1
42264,Clothing,Poor Quality,3,40320,1
42265,Kitchenware,Packaging Issues,7,34113,1
42266,Footwear,Defective Item,8,41472,1
42267,Kitchenware,Missing Item,3,15449,1
42268,Stationery,Missing Item,2,15439,1
42269,Books,Poor Quality,6,19939,1
42270,Kitchenware,Missing Item,4,8620,1
42271,Footwear,Poor Quality,6,44433,1
42272,Beauty Products,Missing Item,3,32648,1
42273,Jewelry,Missing Item,7,48326,1
42274,Beauty Products,Poor Quality,1,40373,1
42275,Kitchenware,Damage on Delivery,7,45890,1
42276,Jewelry,Damage on Delivery,2,37616,1
42277,Bedding,Missing Item,2,30695,1
42278,Sports Equipment,Missing Item,7,38359,1
42279,Stationery,Missing Item,9,46363,1
42280,Stationery,Late Delivery,7,43689,1
42281,Jewelry,Missing Item,6,22708,1
42282,Kitchenware,Missing Item,1,35033,1
42283,Furniture,Missing Item,5,24569,1
42284,Books,Packaging Issues,3,9962,1
42285,Kitchenware,Incorrect Item Sent,2,35174,1
42286,Kitchenware,Late Delivery,1,15094,1
42287,Bedding,Missing Item,8,34151,1
42288,Furniture,Damage on Delivery,1,17418,1
42289,Bedding,Wrong Size,8,38971,1
42290,Jewelry,Incorrect Item Sent,9,47981,1
42291,Beauty Products,Incorrect Item Sent,8,32939,1
42292,Books,Poor Quality,7,48351,1
42293,Furniture,Defective Item,3,24588,1
42294,Bedding,Damage on Delivery,6,37051,1
42295,Jewelry,Damage on Delivery,2,5350,1
42296,Footwear,Missing Item,2,24757,1
42297,Beauty Products,Damage on Delivery,3,30519,1
42298,Books,Missing Item,7,42512,1
42299,Books,Damage on Delivery,3,40316,1
42300,Home Appliances,Product Not As Described,1,8673,1
42301,Stationery,Late Delivery,3,38322,1
42302,Books,Wrong Size,1,44217,1
42303,Footwear,Damage on Delivery,7,21227,1
42304,Kitchenware,Missing Item,7,7167,1
42305,Furniture,Incorrect Item Sent,4,47032,1
42306,Kitchenware,Defective Item,8,45297,1
42307,Bedding,Wrong Size,5,47618,1
42308,Stationery,Poor Quality,3,10566,1
42309,Kitchenware,Late Delivery,9,44706,1
42310,Electronics,Incorrect Item Sent,5,41847,1
42311,Footwear,Defective Item,9,21317,1
42312,Books,Missing Item,4,14360,1
42313,Books,Late Delivery,2,38443,1
42314,Footwear,Packaging Issues,4,11130,1
42315,Groceries,Damage on Delivery,7,30692,1
42316,Bedding,Poor Quality,7,17100,1
42317,Clothing,Poor Quality,6,49685,1
42318,Electronics,Product Not As Described,9,45014,1
42319,Books,Packaging Issues,8,24653,1
42320,Stationery,Damage on Delivery,6,34019,1
42321,Kitchenware,Wrong Size,7,31418,1
42322,Home Appliances,Damage on Delivery,9,34995,1
42323,Books,Incorrect Item Sent,1,45823,1
42324,Stationery,Late Delivery,7,48725,1
42325,Stationery,Poor Quality,1,40172,1
42326,Books,Poor Quality,1,26629,1
42327,Clothing,Wrong Size,4,49253,1
42328,Groceries,Wrong Size,7,27511,1
42329,Jewelry,Poor Quality,8,45357,1
42330,Garden Tools,Late Delivery,9,46593,1
42331,Stationery,Missing Item,1,41044,1
42332,Beauty Products,Missing Item,8,28338,1
42333,Home Appliances,Product Not As Described,1,30255,1
42334,Beauty Products,Poor Quality,8,46053,1
42335,Bedding,Missing Item,6,47150,1
42336,Groceries,Wrong Size,3,18601,1
42337,Jewelry,Wrong Size,8,33614,1
42338,Beauty Products,Late Delivery,7,47412,1
42339,Books,Poor Quality,4,47986,1
42340,Clothing,Wrong Size,3,22315,1
42341,Kitchenware,Defective Item,6,12044,1
42342,Stationery,Poor Quality,3,30695,1
42343,Bedding,Defective Item,5,35420,1
42344,Home Appliances,Poor Quality,4,42806,1
42345,Stationery,Missing Item,2,26225,1
42346,Kitchenware,Defective Item,3,48199,1
42347,Bedding,Missing Item,3,28583,1
42348,Kitchenware,Packaging Issues,3,31419,1
42349,Beauty Products,Incorrect Item Sent,7,24063,1
42350,Home Appliances,Wrong Size,7,48640,1
42351,Kitchenware,Late Delivery,9,21338,1
42352,Electronics,Poor Quality,7,15392,1
42353,Beauty Products,Late Delivery,6,49658,1
42354,Bedding,Damage on Delivery,4,43246,1
42355,Clothing,Wrong Size,6,43705,1
42356,Stationery,Missing Item,3,7691,1
42357,Jewelry,Defective Item,1,49577,1
42358,Books,Damage on Delivery,7,10560,1
42359,Bedding,Defective Item,4,42331,1
42360,Kitchenware,Missing Item,5,22672,1
42361,Kitchenware,Poor Quality,3,22022,1
42362,Garden Tools,Missing Item,8,29931,1
42363,Bedding,Poor Quality,9,28017,1
42364,Beauty Products,Missing Item,6,49982,1
42365,Bedding,Damage on Delivery,6,31471,1
42366,Jewelry,Wrong Size,1,32842,1
42367,Bedding,Packaging Issues,7,38524,1
42368,Groceries,Damage on Delivery,7,44498,1
42369,Kitchenware,Defective Item,3,19477,1
42370,Beauty Products,Missing Item,4,15033,1
42371,Kitchenware,Defective Item,5,23749,1
42372,Bedding,Poor Quality,8,24043,1
42373,Kitchenware,Missing Item,8,19540,1
42374,Clothing,Packaging Issues,1,12144,1
42375,Bedding,Late Delivery,1,32251,1
42376,Books,Poor Quality,2,36707,1
42377,Kitchenware,Poor Quality,5,10540,1
42378,Books,Poor Quality,3,24884,1
42379,Kitchenware,Late Delivery,4,14436,1
42380,Kitchenware,Product Not As Described,1,14231,1
42381,Bedding,Poor Quality,9,22379,1
42382,Electronics,Damage on Delivery,7,45823,1
42383,Books,Missing Item,6,25996,1
42384,Toys,Wrong Size,3,6507,1
42385,Kitchenware,Poor Quality,3,42706,1
42386,Beauty Products,Packaging Issues,5,44975,1
42387,Jewelry,Incorrect Item Sent,8,15517,1
42388,Sports Equipment,Missing Item,1,11295,1
42389,Books,Poor Quality,5,27142,1
42390,Home Appliances,Poor Quality,7,33508,1
